ID,Gender,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
422,F ,28,3,115,92333,4,3.1,2,0,1,0,0,0,0
423,M,46,20,145,91380,2,6.3,1,0,0,1,1,1,0
424,M,43,19,161,95616,2,7.5,1,0,0,0,0,0,0
425,M,56,30,38,92029,1,0.2,1,0,0,0,0,0,0
426,F,28,3,28,90505,4,0.8,1,0,0,0,0,1,0
427,F,42,18,75,92182,3,2.33,1,0,0,0,0,0,1
428,F ,32,7,35,92521,3,1.3,1,116,0,0,0,0,1
429,M,62,38,24,94720,2,1,1,116,0,0,0,0,1
430,M,37,13,78,94998,4,0.1,2,0,0,0,0,1,0
431,M,51,26,113,94086,1,1.3,3,161,0,0,0,1,0
432,F,39,13,75,94305,3,2.1,1,224,0,0,0,1,0
433,F,43,17,91,91311,1,5.7,1,0,0,0,0,1,0
434,F ,52,28,31,91330,4,0.2,1,141,0,0,0,1,1
435,M,30,6,45,95819,1,1.8,2,0,0,0,0,1,0
436,M,52,26,80,94709,3,0.8,1,0,0,0,0,0,0
437,M,61,35,50,92122,3,1.4,3,112,0,0,0,1,0
438,F,36,9,31,95825,4,1,2,0,0,1,0,1,0
439,F,58,32,113,93943,2,3.8,2,119,1,0,1,1,1
440,F ,47,23,29,94304,4,0.6,1,0,0,0,0,1,0
441,M,64,39,59,92626,2,1.5,1,139,0,0,0,1,0
442,M,52,27,43,93555,1,1.3,2,0,0,1,0,1,0
443,M,58,28,122,95136,1,3,3,115,1,0,0,1,0
444,F,48,24,29,90509,1,1,1,0,0,0,0,0,0
445,F,64,40,91,93106,2,0,3,0,0,0,0,1,1
446,F ,58,32,65,94590,3,2.2,3,0,0,0,0,1,0
447,M,47,23,22,93108,1,1,1,0,0,0,0,0,1
448,M,49,23,71,95134,1,1.4,3,0,0,0,0,0,0
449,M,31,4,60,94588,4,2,2,0,0,0,0,1,1
450,F,61,37,60,91706,3,2,3,0,0,0,0,1,0
451,F,51,25,69,95747,1,0.3,1,0,0,0,0,1,1
452,F ,28,-2,48,94132,2,1.75,3,89,0,0,0,1,0
453,M,39,13,21,94022,3,0.2,2,0,0,0,0,0,0
454,M,54,28,53,92109,4,2.8,2,0,0,1,0,0,0
455,M,50,24,29,94110,3,0.9,3,0,0,0,0,0,0
456,F,30,4,60,91107,4,2.2,2,0,0,0,0,1,0
457,F,64,39,42,92068,3,0.5,2,116,0,0,0,1,0
458,F ,29,3,69,94303,3,0.3,3,0,0,0,0,0,0
459,M,48,24,20,95841,1,1,1,0,0,0,0,1,1
460,M,35,10,200,91107,2,3,1,458,0,0,0,0,0
461,M,60,36,141,90277,2,2.1,1,0,0,0,0,1,1
462,F,55,30,81,92123,2,3.7,1,0,0,1,0,0,0
463,F,29,4,183,91423,3,8.3,3,0,1,0,0,1,0
464,F ,48,22,149,94928,2,5.5,2,0,1,1,1,1,0
465,M,43,19,83,94305,4,3.6,3,0,1,0,0,0,1
466,M,66,42,35,94305,1,1.9,2,172,0,0,0,1,0
467,M,25,0,13,91342,2,0.9,3,0,0,0,0,1,0
468,F,45,20,39,90232,1,2.4,1,0,0,0,0,0,1
469,F,34,10,21,92634,1,0.5,3,0,0,0,0,1,0
470,F ,48,23,10,94609,2,0.7,3,0,0,0,0,1,1
471,M,32,6,84,91006,4,1.8,2,0,0,0,0,0,0
472,M,50,24,30,91768,4,0.1,1,161,0,0,0,1,1
473,M,43,19,31,90007,4,0.3,1,156,0,0,0,1,0
474,F,64,39,182,93955,1,1.2,2,547,1,0,0,1,0
475,F,60,34,114,90028,2,6.9,1,0,0,0,0,1,0
476,F ,43,19,152,92008,3,6.1,2,0,1,0,0,0,0
477,M,60,34,53,92717,1,0.8,2,0,0,1,0,0,1
478,M,64,39,24,95112,4,0.4,2,78,0,0,0,1,0
479,M,44,20,150,95060,2,3.3,1,0,0,0,0,0,1
480,F,60,36,132,92154,2,6,1,470,0,0,0,1,1
481,F,54,29,68,94998,3,1.6,3,0,0,0,0,1,1
482,F ,33,9,53,94063,1,1.2,1,0,0,0,0,0,1
483,M,56,32,173,94022,1,4.6,2,88,1,0,1,1,0
484,M,29,5,30,90095,3,1,2,0,0,0,0,0,0
485,M,25,1,113,95023,2,0.2,1,0,0,0,0,1,1
486,F,60,34,15,95014,1,0.8,2,0,0,0,0,1,0
487,F,55,30,84,92173,2,3.7,1,304,0,1,0,1,0
488,F ,39,13,88,94117,4,1.4,2,0,0,0,0,1,1
489,M,37,13,43,94122,3,2.8,1,0,0,0,0,1,0
490,M,53,28,43,91380,2,2.1,3,0,0,0,1,1,1
491,M,34,10,90,94303,2,2.7,1,0,0,0,0,1,0
492,F,42,18,34,92115,4,0.3,1,104,0,1,0,1,0
493,F,60,36,38,94596,4,1.3,1,0,0,0,0,1,0
494,F ,50,24,173,94720,1,1,1,0,0,0,0,1,1
495,M,41,17,160,92647,2,8,1,0,0,0,0,1,0
496,M,25,0,44,94545,4,0.6,2,0,0,0,0,1,1
497,M,50,24,83,94301,2,0.4,3,0,0,0,0,1,0
498,F,48,22,94,90623,4,2.6,3,0,0,0,0,1,0
499,F,32,8,43,95023,1,2.1,3,0,0,0,0,0,1
500,F ,50,25,42,93108,3,1.7,2,0,0,0,0,1,0
501,M,59,33,34,92177,2,0.3,1,0,0,0,0,0,0
502,M,50,26,39,90640,3,1.9,2,0,0,0,0,1,0
503,M,44,19,70,92833,1,0.1,2,0,0,0,0,0,0
504,F,31,5,39,94022,4,1.8,3,185,0,0,0,0,1
505,F,40,10,44,94720,3,2,3,0,0,0,0,1,0
506,F ,36,12,69,94305,3,3.1,2,0,1,0,0,1,0
507,M,51,25,44,94608,3,0.9,3,0,0,0,0,0,0
508,M,64,40,32,91380,3,0.1,3,0,0,0,0,1,0
509,M,47,22,15,95521,2,0.7,3,0,0,0,0,0,0
510,F,52,28,118,90503,2,6.8,1,112,0,0,0,1,0
511,F,51,26,62,95136,1,1.3,2,221,0,0,0,1,0
512,F ,31,5,82,94143,4,2.2,2,0,0,0,0,0,0
513,M,39,14,54,95035,3,3,1,108,0,0,0,0,1
514,M,30,6,48,94607,1,2.1,3,0,0,0,0,0,0
515,M,27,1,74,91730,3,0.3,3,0,0,0,0,1,0
516,F,41,16,113,92780,1,1,3,211,0,0,0,0,1
517,F,53,27,81,90009,3,1.7,2,0,0,0,0,0,0
518,F ,54,27,43,92834,3,1,2,169,0,0,0,0,0
519,M,28,4,34,92677,1,1.8,2,0,0,0,0,1,0
520,M,34,9,48,95616,1,2.5,3,105,0,0,0,1,0
521,M,61,37,54,90024,4,1.2,2,129,0,0,0,1,1
522,F,48,24,75,92518,4,1.4,2,0,0,0,0,1,0
523,F,36,11,72,91007,1,2.8,1,224,0,0,0,0,0
524,F ,56,31,39,93023,4,0.9,1,0,0,0,0,0,0
525,M,24,-1,75,93014,4,0.2,1,0,0,0,0,1,0
526,M,64,38,79,94024,2,2.8,1,179,0,0,0,0,0
527,M,26,2,205,93106,1,6.33,1,271,0,0,0,0,1
528,F,33,8,65,90027,2,0.1,1,89,0,0,0,1,0
529,F,64,39,122,90089,4,0.2,1,378,1,0,0,1,0
530,F ,39,15,82,95207,1,0.8,2,0,0,0,0,1,0
531,M,54,30,21,91706,2,0.2,1,0,0,0,0,0,1
532,M,32,6,50,90401,4,2.1,3,0,0,1,1,1,1
533,M,62,37,39,94305,2,2.8,1,113,0,0,1,1,1
534,F,27,2,101,92807,1,1.9,1,0,0,0,0,0,0
535,F,53,28,41,93117,2,0.6,3,0,0,1,0,0,0
536,F ,51,25,132,94143,1,0.3,1,0,0,0,0,1,0
537,M,25,-1,43,92173,3,2.4,2,176,0,0,0,1,0
538,M,44,20,131,90717,1,4.9,3,0,1,0,0,1,0
539,M,31,5,11,94534,1,0.4,2,76,0,0,0,0,1
540,F,57,32,21,94720,1,0.3,3,117,0,0,0,0,0
541,F,25,-1,109,94010,4,2.3,3,314,0,0,0,1,0
542,F ,30,6,141,95014,2,4.33,1,0,0,0,0,0,0
543,M,40,14,81,94709,3,0.1,1,0,0,0,0,1,0
544,M,63,38,54,94704,3,2.4,1,90,0,0,0,0,1
545,M,35,10,164,91614,2,7.8,1,0,0,0,0,1,0
546,F,43,19,28,94303,4,0.3,1,87,0,0,0,0,0
547,F,27,2,68,94025,3,2.6,3,203,0,1,0,0,0
548,F ,44,14,44,94132,3,2,3,180,0,1,1,1,1
549,M,49,23,61,94117,1,1.4,3,0,0,0,0,1,1
550,M,61,36,35,94110,3,1.3,2,0,0,0,0,0,1
551,M,60,34,54,94301,3,0.3,2,0,0,0,0,1,1
552,F,59,34,14,93118,1,0.1,1,0,0,0,0,1,1
553,F,28,3,52,90024,4,2.2,1,230,0,0,0,1,0
554,F ,52,28,101,91330,2,0.3,1,0,0,0,0,0,0
555,M,28,2,149,94720,2,7.2,1,0,0,0,0,1,0
556,M,34,8,35,92037,4,0.8,1,137,0,0,1,1,1
557,M,60,34,21,93105,3,0.3,3,129,0,0,0,1,0
558,F,39,15,118,95039,2,1.9,1,0,0,0,0,0,1
559,F,30,5,38,95064,4,2,2,0,0,1,0,0,0
560,F ,49,25,24,95818,4,0.2,1,138,0,0,0,1,0
561,M,43,18,59,93943,1,3.7,3,0,0,0,0,1,0
562,M,63,33,41,94234,4,1.67,3,0,0,0,0,1,0
563,M,28,3,85,94035,1,0.8,2,0,0,0,0,1,1
564,F,51,27,12,94608,4,1,1,0,0,0,0,1,0
565,F,33,7,32,94904,1,0.6,3,152,0,0,0,0,0
566,F ,55,29,79,90210,3,0.8,1,0,0,0,0,1,0
567,M,53,28,175,95060,3,3.6,3,0,1,0,1,1,1
568,M,34,8,28,95112,3,0.9,1,0,0,0,0,0,0
569,M,34,9,41,92101,2,0.1,1,161,0,0,0,1,1
570,F,40,14,70,95136,3,2.1,1,185,0,0,0,0,0
571,F,49,25,161,94928,3,6.5,2,485,1,1,1,0,0
572,F ,35,9,53,94143,4,2.2,2,0,0,0,0,1,0
573,M,39,15,128,92333,1,3.4,1,0,0,0,0,0,0
574,M,55,28,50,95020,3,1,2,0,0,0,0,1,1
575,M,29,5,80,94709,2,2,2,0,0,0,0,1,1
576,F,54,30,93,91107,1,2.7,2,0,0,0,0,1,0
577,F,25,-1,48,92870,3,0.3,3,0,0,0,0,0,1
578,F ,52,28,149,94043,2,6.8,1,0,0,0,0,1,0
579,M,46,19,49,92124,3,2.5,2,0,0,0,0,1,1
580,M,57,33,88,93524,1,2.7,2,0,0,0,0,1,0
581,M,52,22,22,90049,4,0.4,3,0,0,0,0,1,1
582,F,28,3,55,94521,4,2.2,1,0,0,0,0,1,1
583,F,44,18,72,95678,1,0.7,3,155,0,0,0,0,0
584,F ,24,-1,38,95045,2,1.7,2,0,0,0,0,1,0
585,M,40,16,114,91604,1,3.4,1,300,0,0,0,1,0
586,M,34,4,83,92653,4,4,3,0,0,0,0,1,0
587,M,39,14,101,94305,2,0.4,1,0,0,0,0,1,1
588,F,50,24,94,93305,1,4.9,1,272,0,0,0,1,0
589,F,41,17,40,93117,2,2.5,1,0,0,0,1,1,1
590,F ,31,7,128,92821,1,6,1,0,0,0,0,0,0
591,M,29,3,39,94612,4,2.1,3,0,0,0,0,1,0
592,M,30,5,51,92037,1,1,1,0,0,0,0,1,0
593,M,44,20,79,95051,4,2,3,0,0,1,1,1,1
594,F,33,7,48,90025,4,2.2,2,0,0,0,0,1,0
595,F,50,26,85,94143,1,0,1,144,0,0,0,0,0
596,F ,42,18,41,92121,1,1.8,1,94,0,0,0,1,0
597,M,48,22,152,94022,1,3.5,3,0,1,0,0,1,0
598,M,24,-2,125,92835,2,7.2,1,0,0,1,0,0,1
599,M,56,31,11,92374,2,0.2,3,90,0,0,0,0,0
600,F,28,4,103,94720,2,2.5,1,0,0,0,0,1,1
601,F,56,30,141,94143,2,0.5,1,0,0,0,0,1,0
602,F ,58,32,38,91320,1,1.4,1,0,0,0,0,1,1
603,M,29,5,135,95035,2,0.6,1,0,0,0,0,0,0
604,M,63,38,28,94720,2,0.5,2,89,0,0,0,1,0
605,M,28,3,70,90245,4,2.2,1,240,0,0,0,0,1
606,F,57,31,41,91330,1,0.2,1,0,0,0,0,1,1
607,F,34,8,81,91741,3,0.9,2,208,0,0,0,1,0
608,F ,28,3,170,95014,1,0.1,3,0,1,0,0,0,0
609,M,27,2,55,91910,4,1.7,2,0,0,0,0,1,0
610,M,37,11,24,91770,4,1.5,3,0,0,0,0,0,0
611,M,52,28,81,94132,3,1.8,2,275,0,0,0,0,0
612,F,49,23,32,94701,4,1.8,1,83,0,0,0,0,0
613,F,65,40,129,90095,1,1.3,1,0,0,0,0,1,1
614,F ,60,35,108,94904,1,0.9,1,0,0,1,0,0,0
615,M,37,12,180,90034,1,8.6,1,0,0,0,0,1,1
616,M,63,37,139,93943,2,6.9,1,0,0,0,0,0,0
617,M,40,14,33,94025,2,1.4,3,0,0,0,0,1,1
618,F,46,20,74,94024,4,2.6,3,0,0,0,0,1,0
619,F,63,37,42,91320,2,0.7,3,115,0,0,0,1,0
620,F ,57,27,73,93106,1,3,3,0,0,0,0,0,0
621,M,33,8,115,91129,4,2.9,2,0,1,0,0,1,0
622,M,41,17,114,91125,2,1.8,2,0,0,0,0,1,0
623,M,41,17,92,93555,2,1.9,1,131,0,0,0,1,0
624,F,44,19,34,95616,1,0.3,3,78,0,0,0,1,0
625,F,33,6,54,92821,2,1.67,2,122,0,0,0,1,0
626,F ,52,28,64,95605,2,1,3,211,0,0,0,1,0
627,M,30,6,42,94305,1,0.2,3,100,0,0,0,0,1
628,M,45,19,70,92677,3,2.1,1,0,0,0,0,1,0
629,M,49,24,51,90071,1,1.3,2,0,0,0,0,0,0
630,F,45,19,71,91711,4,2.9,1,218,0,0,1,1,1
631,F,32,7,35,96651,3,1.3,1,108,0,0,0,0,1
632,F ,45,18,40,94960,3,1,2,0,0,0,0,1,0
633,M,57,32,165,94720,4,2.7,3,0,1,0,0,1,0
634,M,61,31,18,94583,1,1.5,3,0,0,0,0,1,1
635,M,57,31,32,90034,3,1.4,1,0,0,1,1,1,1
636,F,60,35,35,90509,3,0.2,1,169,0,0,0,1,0
637,F,40,16,120,92037,2,6.1,1,196,0,0,0,1,0
638,F ,53,28,31,90245,4,0.1,3,0,0,0,0,1,0
639,M,42,16,35,92054,3,1.5,1,0,0,0,0,0,0
640,M,62,36,32,92646,2,0.2,3,0,0,0,0,1,1
641,M,43,18,85,94960,1,3.7,3,327,0,1,0,1,0
642,F,35,10,139,95060,2,7.8,1,0,0,0,0,0,0
643,F,50,24,103,94132,1,0.3,1,0,0,0,0,1,0
644,F ,45,21,152,91902,2,1.4,1,0,0,0,0,1,0
645,M,52,27,33,92121,2,2,2,0,0,0,0,1,0
646,M,35,9,84,95120,4,2.2,2,322,0,0,0,0,0
647,M,58,33,61,90033,4,1.7,1,0,0,0,0,0,0
648,F,62,38,64,95064,4,2.2,1,123,0,1,1,1,1
649,F,50,25,34,95621,1,1.3,2,0,0,0,0,1,0
650,F ,25,-1,82,92677,4,2.1,3,0,0,0,0,1,0
651,M,47,22,122,90037,1,5.1,3,163,1,1,0,0,0
652,M,28,4,58,92121,3,1.5,1,131,0,0,0,0,0
653,M,34,9,92,90005,1,2.8,1,0,0,0,0,1,0
654,F,49,23,78,92691,2,2.4,2,205,0,0,0,0,1
655,F,54,29,129,93940,4,4.2,3,0,1,0,0,0,0
656,F ,50,25,13,91109,2,0.7,3,0,0,0,0,0,0
657,M,37,11,81,94539,1,2.8,3,145,0,0,0,0,0
658,M,38,8,23,95207,1,0.67,3,0,0,0,0,0,0
659,M,52,26,35,91711,3,0.9,3,0,0,0,0,0,0
660,F,63,39,79,93009,4,1.7,2,0,0,0,0,1,1
661,F,39,14,165,92126,2,3.3,1,0,0,0,0,1,0
662,F ,63,38,52,94720,2,2.8,1,0,0,0,0,1,0
663,M,65,41,185,93561,3,2,2,0,1,0,0,0,0
664,M,46,20,49,90503,3,2.2,2,0,0,0,0,0,0
665,M,54,30,64,95126,1,1.8,3,227,0,0,0,0,1
666,F,54,24,61,92866,4,2,3,0,0,1,0,1,0
667,F,52,26,112,92120,1,2.4,1,0,0,1,1,1,1
668,F ,63,39,72,93106,3,2,3,190,0,1,0,1,0
669,M,66,41,18,94010,3,0.5,1,0,0,0,0,0,0
670,M,56,29,41,94109,4,2.5,2,0,0,0,0,0,0
671,M,23,-1,61,92374,4,2.6,1,239,0,0,0,1,0
672,F,65,41,105,92612,1,3,2,282,1,1,1,1,0
673,F,51,27,23,96651,1,0.2,1,0,0,0,0,1,0
674,F ,34,10,22,95670,1,0.5,3,85,0,0,0,0,0
675,M,49,23,59,95827,3,2.1,1,0,0,0,0,0,0
676,M,29,2,33,91711,1,2,2,160,0,0,0,0,0
677,M,47,23,11,94063,1,0.9,3,103,0,0,0,0,1
678,F,46,21,204,92780,2,2.8,1,0,0,0,0,1,0
679,F,52,27,61,92101,4,1.8,3,207,0,0,0,0,0
680,F ,55,31,103,92093,3,1.8,2,364,0,0,0,0,0
681,M,61,36,51,94706,3,1.5,1,0,0,0,0,0,1
682,M,34,9,164,94720,1,6,3,0,1,0,0,1,0
683,M,58,34,12,90504,1,0.1,2,0,0,0,0,0,1
684,F,40,16,82,91311,1,3.6,2,0,0,0,0,0,0
685,F,43,17,164,90266,1,2.4,1,449,0,0,0,1,0
686,F ,35,8,48,93107,2,1.67,2,0,0,0,0,1,0
687,M,24,-1,38,92612,4,0.6,2,0,0,0,0,1,0
688,M,48,22,65,92120,2,1.5,2,0,0,0,0,1,0
689,M,44,20,71,94304,4,1.9,1,207,0,0,0,1,0
690,F,54,30,18,94591,1,0.3,1,0,0,1,1,1,0
691,F,59,34,52,94115,2,1.6,3,75,0,0,0,1,0
692,F ,45,18,48,90025,3,2.5,2,113,0,0,0,1,1
693,M,26,2,30,94720,1,1,3,111,0,0,0,0,0
694,M,40,15,40,92096,2,2.2,3,107,0,0,0,1,0
695,M,32,7,112,90740,1,3.8,1,81,0,0,0,1,0
696,F,29,4,115,92717,1,1.9,1,0,0,0,0,0,0
697,F,51,27,63,92251,2,1,3,82,0,0,0,1,0
698,F ,42,17,85,92648,1,3.7,3,0,0,0,0,1,0
699,M,64,38,59,92028,1,2.5,3,220,0,0,0,0,0
700,M,44,20,68,95060,1,0.8,3,91,0,0,0,0,0
701,M,37,11,84,90089,2,1.8,1,0,0,0,0,1,1
702,F,44,19,62,93106,3,0.8,3,0,0,0,0,0,1
703,F,35,9,109,92709,3,4,1,0,1,0,0,0,0
704,F ,41,17,141,94022,2,7.6,1,92,0,0,0,0,0
705,M,56,32,129,94065,1,7.4,1,0,0,0,0,0,0
706,M,62,36,30,94720,3,0.7,2,0,0,0,0,1,0
707,M,58,34,148,95819,1,4.7,1,0,0,0,0,1,0
708,F,47,20,25,95064,3,0.67,2,0,0,0,0,1,1
709,F,35,10,21,92182,3,1.3,1,115,0,0,0,0,0
710,F ,29,4,72,95841,4,2.2,1,0,0,0,0,1,0
711,M,43,17,59,94085,3,0.9,3,87,0,0,0,1,1
712,M,62,37,83,91754,3,1.8,2,187,0,1,0,0,0
713,M,41,16,10,94123,2,0.3,2,0,0,0,0,1,0
714,F,34,9,84,92009,3,0.6,2,0,0,0,0,1,0
715,F,50,23,98,92068,3,2,2,0,0,0,0,0,0
716,F ,47,23,32,92130,1,1,1,0,0,1,1,1,1
717,M,29,5,31,96064,4,0.4,2,161,0,0,0,1,1
718,M,59,34,94,93940,3,0.5,1,0,0,0,0,0,1
719,M,56,31,21,90024,2,0.2,3,137,0,0,1,1,1
720,F,61,35,110,92521,3,4.4,1,0,0,1,0,1,0
721,F,58,32,38,94025,1,2.2,3,0,0,0,0,0,0
722,F ,49,24,39,92717,1,1.4,3,0,0,0,0,1,0
723,M,45,21,132,91103,3,1.2,2,0,1,0,1,1,1
724,M,50,24,61,94301,4,2.6,1,0,0,0,0,1,0
725,M,64,38,92,94086,1,2,1,0,0,0,0,1,0
726,F,39,15,119,92037,2,6.1,1,0,0,0,0,0,0
727,F,58,33,53,91030,4,2.1,1,0,0,0,0,1,0
728,F ,62,37,18,92037,3,1.3,2,0,0,0,0,1,0
729,M,45,20,114,94720,2,4.4,2,0,1,0,0,0,0
730,M,58,28,90,93106,1,3,3,0,0,0,0,0,1
731,M,43,18,140,95616,1,7,1,205,0,0,0,1,0
732,F,28,3,90,90066,2,3.3,1,0,0,0,0,1,1
733,F,26,1,85,90064,1,1.9,1,0,0,0,0,1,0
734,F ,49,24,80,92009,1,1.2,1,0,0,0,0,1,0
735,M,66,42,53,92182,2,1.1,1,0,0,0,0,1,1
736,M,33,7,49,95403,4,2.2,2,0,0,0,0,1,0
737,M,61,35,152,91016,3,3.3,3,0,1,0,0,1,0
738,F,64,37,138,94709,2,2.8,2,0,1,0,0,1,0
739,F,36,10,80,94596,4,2.2,2,0,0,0,0,1,0
740,F ,49,23,82,91902,2,2.4,2,0,0,0,0,0,0
741,M,52,27,195,90266,1,8.1,1,0,0,0,0,0,0
742,M,61,37,22,94590,1,1.2,3,0,0,0,0,1,0
743,M,32,6,81,92626,1,2.5,1,0,0,0,0,1,0
744,F,61,37,40,94539,4,2.2,1,0,0,1,1,1,1
745,F,45,20,154,94720,2,2.8,1,0,0,1,0,1,0
746,F ,30,4,49,93955,3,1.1,2,0,0,0,0,0,1
747,M,62,37,85,95051,4,3.4,2,0,0,0,0,1,0
748,M,57,32,21,94112,3,0.1,2,0,0,1,1,1,0
749,M,41,17,14,91330,1,1,1,0,0,0,0,0,0
750,F,58,34,60,92008,4,1.6,2,0,0,0,0,0,1
751,F,29,5,138,93106,2,4.33,1,0,0,0,0,1,0
752,F ,53,28,98,90210,1,1.3,3,355,0,0,0,1,0
753,M,64,39,22,90071,4,0.6,2,0,0,0,0,0,0
754,M,49,23,49,94720,1,1.2,2,0,0,0,0,1,1
755,M,38,14,102,95020,2,1.9,1,0,0,0,1,1,1
756,F,56,30,45,91103,4,0.7,2,0,0,0,0,0,1
757,F,56,31,82,95348,4,1.3,3,0,0,0,0,1,0
758,F ,52,28,81,91745,3,1.8,2,0,0,1,0,0,0
759,M,64,39,35,90266,1,1.5,2,0,0,1,0,0,0
760,M,53,28,59,91950,2,1.9,2,0,0,0,0,1,0
761,M,29,3,52,92122,3,1.1,2,0,0,0,0,1,0
762,F,48,24,84,92152,3,0.7,1,166,0,0,0,1,0
763,F,32,6,85,90504,1,2.7,2,100,0,0,0,1,0
764,F ,54,28,65,94122,1,0.2,1,0,0,0,0,0,1
765,M,37,13,89,95051,2,1.7,2,314,0,0,0,0,1
766,M,47,21,109,95822,4,1.8,1,0,1,0,0,0,0
767,M,37,12,81,94538,1,2.8,1,0,0,0,0,0,0
768,F,64,39,38,92024,1,1.1,3,108,0,0,0,0,0
769,F,43,19,72,90024,2,1.7,1,0,0,0,0,1,0
770,F ,33,6,78,90250,4,2,2,119,0,1,0,1,0
771,M,26,2,172,94551,2,6.9,2,0,1,0,0,1,0
772,M,42,18,71,91614,3,2.33,1,106,0,1,0,1,0
773,M,54,28,165,92093,1,4.1,3,0,1,0,1,1,1
774,F,41,16,120,92612,2,3.9,1,0,0,0,0,1,1
775,F,55,29,39,92154,1,0.2,1,0,0,0,0,0,1
776,F ,65,39,23,92835,3,0.7,2,0,0,0,0,0,1
777,M,50,26,135,92121,2,4.6,3,91,1,0,0,1,0
778,M,55,31,12,95060,2,0.2,1,76,0,0,0,1,1
779,M,62,36,92,94801,2,0.7,2,0,0,0,0,1,0
780,F,53,28,192,94304,2,6.4,3,0,1,0,0,0,0
781,F,32,7,42,92634,4,0.8,1,0,0,0,0,1,1
782,F ,56,32,158,94588,3,3.7,3,0,1,0,0,1,0
783,M,54,30,194,92056,3,6,3,587,1,1,1,1,1
784,M,44,20,160,94606,2,7.6,1,0,0,1,0,0,0
785,M,48,22,98,94115,2,6.3,1,0,0,0,0,0,0
786,F,46,22,164,94122,2,7.6,1,0,0,0,1,1,1
787,F,45,21,42,94305,2,2.5,1,0,0,1,0,1,0
788,F ,45,15,202,91380,3,10,3,0,1,0,0,0,0
789,M,58,34,10,92521,4,0.7,1,0,0,0,0,0,0
790,M,29,3,31,92126,4,0.3,2,0,0,0,0,1,0
791,M,55,30,58,92028,4,0.9,1,0,0,0,0,1,1
792,F,55,29,65,94501,4,2.8,2,0,0,0,0,1,0
793,F,41,16,98,93117,1,4,3,0,0,0,0,0,1
794,F ,24,-2,150,94720,2,2,1,0,0,0,0,1,0
795,M,54,29,44,91301,2,2.3,3,0,0,0,0,1,0
796,M,57,32,15,92806,2,0.2,3,0,0,0,0,0,1
797,M,30,6,82,93657,2,2.5,1,0,0,0,0,0,0
798,F,42,17,61,94998,3,0.5,3,0,0,0,0,1,0
799,F,29,2,38,93063,1,2,2,0,0,0,0,0,0
800,F ,29,3,39,95051,4,2.1,3,0,0,0,0,1,0
801,M,31,7,173,91040,1,6,1,0,0,0,0,1,0
802,M,47,23,8,92612,4,0.2,1,0,0,0,0,1,0
803,M,36,12,51,92521,3,2,1,214,0,0,0,1,0
804,F,52,27,62,92661,4,1.8,3,82,0,0,0,0,0
805,F,54,28,34,94061,4,0.7,2,0,0,0,0,1,0
806,F ,55,29,132,95758,3,5.9,2,307,1,0,0,0,0
807,M,53,27,44,94542,4,1.5,3,0,0,0,0,0,0
808,M,52,27,162,92096,1,8.1,1,0,0,0,0,1,0
809,M,64,39,64,92068,3,2.2,1,0,0,0,0,1,0
810,F,54,29,111,94304,1,0.1,3,0,0,0,0,0,1
811,F,32,6,41,92182,2,2,3,0,0,0,0,0,0
812,F ,63,33,52,94720,4,1.67,3,0,0,0,0,0,0
813,M,36,10,65,90089,4,2.2,2,0,0,0,0,0,0
814,M,50,25,130,94720,1,1.1,2,0,1,0,0,1,0
815,M,33,8,45,93943,2,0.1,1,0,0,0,0,0,1
816,F,62,38,35,94596,1,1.9,2,118,0,0,0,0,0
817,F,49,23,65,94035,3,0.7,2,263,0,0,0,1,1
818,F ,41,15,38,90291,2,0.7,1,91,0,0,0,1,0
819,M,51,27,42,95039,4,1.1,2,0,0,0,0,1,1
820,M,56,30,45,90024,4,1.5,3,0,0,0,0,0,0
821,M,51,25,145,90740,1,0.3,1,0,0,0,0,1,0
822,F,39,13,33,92093,4,1.5,3,0,0,0,0,0,0
823,F,61,35,60,96091,3,1.4,3,0,0,0,0,0,0
824,F ,35,9,45,90509,1,2,1,0,0,0,0,1,1
825,M,39,15,72,94801,4,2.4,1,0,0,1,0,1,0
826,M,37,11,34,95616,3,0.2,2,0,0,0,0,0,0
827,M,48,21,23,93555,3,0.67,2,0,0,0,0,1,0
828,F,63,37,45,94542,2,1,3,88,0,0,0,1,1
829,F,35,9,28,94542,4,1,1,75,0,0,0,1,0
830,F ,55,30,81,90254,4,3.8,2,0,0,0,0,1,0
831,M,29,5,72,92407,3,0.7,2,81,0,0,0,0,0
832,M,61,31,49,94066,4,1.67,3,0,0,0,0,1,0
833,M,36,10,31,90630,4,1.2,2,0,0,0,0,0,0
834,F,61,35,63,94939,3,2.2,3,0,0,0,0,0,0
835,F,36,12,150,95138,4,5.4,1,0,1,1,1,1,0
836,F ,58,33,142,92691,2,3.9,1,193,0,0,0,1,1
837,M,42,17,74,92123,3,3,1,0,0,0,0,0,1
838,M,30,4,24,92096,1,0.4,2,81,0,0,0,1,0
839,M,45,20,29,92507,4,1.9,3,0,0,0,0,0,0
840,F,39,15,79,92646,4,2.4,1,0,0,0,0,0,0
841,F,27,3,94,92373,2,0.2,1,310,0,0,0,0,1
842,F ,57,33,121,94542,1,4.3,1,0,0,1,0,0,0
843,M,34,10,54,92101,3,2,1,0,0,0,0,0,0
844,M,64,39,73,94720,3,2.4,1,0,0,0,0,1,0
